kwartier,price_eur_kwh,tarief,verbruik_kwh,ev_energie_kwh,afname_kwh,injectie_kwh,bat_laden_kwh_kw,bat_ontladen_kwh_kw,sl_productie_kwh
2024-11-01 00:00:00,0.09644951568489149,nacht,0.0,0.0,0.229,0.009,0.25,0.0,0.0
2024-11-01 00:15:00,0.0950677879549845,nacht,0.392,0.0,0.642,0.0,0.25,0.0,0.0
2024-11-01 00:30:00,0.09358913613504648,nacht,0.3239999999999999,0.0,0.574,0.0,0.25,0.0,0.0
2024-11-01 00:45:00,0.09201356022507752,nacht,0.1129999999999999,0.0,0.363,0.0,0.25,0.0,0.0
2024-11-01 01:00:00,0.09034106022507753,nacht,0.14,0.0,0.39,0.0,0.25,0.0,0.0
2024-11-01 01:15:00,0.08857163613504644,nacht,0.135,0.0,0.385,0.0,0.25,0.0,0.0
2024-11-01 01:30:00,0.08670528795498456,nacht,0.1089999999999999,0.0,0.359,0.0,0.25,0.0,0.0
2024-11-01 01:45:00,0.0847420156848915,nacht,0.093,0.0,0.343,0.0,0.25,0.0,0.0
2024-11-01 02:00:00,0.08271061841479843,nacht,0.178,0.0,0.428,0.0,0.25,0.0,0.0
2024-11-01 02:15:00,0.08072629250482953,nacht,0.4659999999999999,0.0,0.716,0.0,0.25,0.0,0.0
2024-11-01 02:30:00,0.07881783704501549,nacht,0.149,0.0,0.399,0.0,0.25,0.0,0.0
2024-11-01 02:45:00,0.07698525203535656,nacht,0.126,0.0,0.376,0.0,0.25,0.0,0.0
2024-11-01 03:00:00,0.07521896611572856,nacht,0.156,0.0,0.406,0.0,0.25,0.0,0.0
2024-11-01 03:15:00,0.07348069384563564,nacht,0.146,0.0,0.396,0.0,0.25,0.0,0.0
2024-11-01 03:30:00,0.07176086386495331,nacht,0.188,0.0,0.438,0.0,0.25,0.0,0.0
2024-11-01 03:45:00,0.07005947617368247,nacht,0.089,0.0,0.339,0.0,0.25,0.0,0.0
2024-11-01 04:00:00,0.06849976712228704,nacht,0.1169999999999999,0.0,0.367,0.0,0.25,0.0,0.0
2024-11-01 04:15:00,0.0675746821126279,nacht,0.129,0.0,0.379,0.0,0.25,0.0,0.0
2024-11-01 04:30:00,0.06740745749517077,nacht,0.1169999999999999,0.0,0.367,0.0,0.25,0.0,0.0
2024-11-01 04:45:00,0.06799809326991431,nacht,0.09,0.0,0.34,0.0,0.25,0.0,0.0
2024-11-01 05:00:00,0.06924571539512363,nacht,0.1149999999999999,0.0,0.365,0.0,0.25,0.0,0.0
2024-11-01 05:15:00,0.07074682770385221,nacht,0.127,0.0,0.377,0.0,0.25,0.0,0.0
2024-11-01 05:30:00,0.07240055615436426,nacht,0.1099999999999999,0.0,0.36,0.0,0.25,0.0,0.0
2024-11-01 05:45:00,0.07420690074666005,nacht,0.09,0.0,0.34,0.0,0.25,0.0,0.0
2024-11-01 06:00:00,0.07615612129721899,dag,0.274,0.0,0.026,0.002,0.0,0.25,0.0
2024-11-01 06:15:00,0.07820925707196306,dag,0.25,0.0,0.003,0.003,0.0,0.25,0.0
2024-11-01 06:30:00,0.08035656788737197,dag,0.261,0.0,0.055,0.044,0.0,0.25,0.0
2024-11-01 06:45:00,0.08259805374344614,dag,0.247,0.0,0.021,0.024,0.0,0.25,0.0
2024-11-01 07:00:00,0.08476917441600063,nacht,0.25,0.0,0.0,0.0,0.0,0.25,0.0
2024-11-01 07:15:00,0.08621176900829595,nacht,0.25,0.0,0.0,0.0,0.0,0.25,0.0
2024-11-01 07:30:00,0.08676129729614786,dag,0.249,0.0,0.0,0.001,0.0,0.25,0.0
2024-11-01 07:45:00,0.08641775927955542,dag,0.251,0.0,0.004,0.003,0.0,0.25,0.0
2024-11-01 08:00:00,0.08544530603877866,nacht,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 08:15:00,0.08490054189485272,nacht,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 08:30:00,0.0850476179280372,nacht,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 08:45:00,0.08588653413833117,dag,0.004,0.0,0.012,0.008,0.0,0.0,0.0
2024-11-01 09:00:00,0.08715210142888463,dag,0.5,0.0,0.009,0.009,0.0,0.5,0.0
2024-11-01 09:15:00,0.08778356341229256,dag,0.578,0.0,0.081,0.003,0.0,0.5,0.0
2024-11-01 09:30:00,0.08751573099170445,nacht,0.5,0.0,0.0,0.0,0.0,0.5,0.0
2024-11-01 09:45:00,0.08634860416711854,dag,0.491,0.0,0.001,0.01,0.0,0.5,0.0
2024-11-01 10:00:00,0.08431566324568211,nacht,0.25,0.0,0.0,0.0,0.0,0.25,0.0
2024-11-01 10:15:00,0.08155082945597723,nacht,0.25,0.0,0.0,0.0,0.0,0.25,0.0
2024-11-01 10:30:00,0.07808758310514667,dag,0.254,0.0,0.006,0.002,0.0,0.25,0.0
2024-11-01 10:45:00,0.07392592419319408,dag,0.259,0.0,0.026,0.017,0.0,0.25,0.0
2024-11-01 11:00:00,0.06936149558838542,dag,0.249,0.0,0.008,0.009,0.0,0.25,0.0
2024-11-01 11:15:00,0.06557686876380057,dag,0.255,0.0,0.008,0.003,0.0,0.25,0.0
2024-11-01 11:30:00,0.06286768658770779,dag,0.251,0.0,0.008,0.007,0.0,0.25,0.0
2024-11-01 11:45:00,0.06123394906010617,dag,0.294,0.0,0.05,0.006,0.0,0.25,0.0
2024-11-01 12:00:00,0.060545229400774586,dag,0.297,0.0,0.057,0.01,0.0,0.25,0.0
2024-11-01 12:15:00,0.060279820488820864,dag,0.289,0.0,0.048,0.009,0.0,0.25,0.0
2024-11-01 12:30:00,0.06030729554402342,dag,0.5329999999999999,0.0,0.283,0.0,0.0,0.25,0.0
2024-11-01 12:45:00,0.060627654566381355,dag,0.479,0.0,0.229,0.0,0.0,0.25,0.0
2024-11-01 13:00:00,0.061411961808516935,dag,0.188,0.0,0.188,0.0,0.0,0.0,0.0
2024-11-01 13:15:00,0.06334447428091516,dag,0.659,0.0,0.659,0.0,0.0,0.0,0.0
2024-11-01 13:30:00,0.06659625623619922,dag,0.572,0.0,0.572,0.0,0.0,0.0,0.0
2024-11-01 13:45:00,0.0711673076743682,dag,0.915,0.0,0.915,0.0,0.0,0.0,0.0
2024-11-01 14:00:00,0.07670317336515836,dag,0.611,0.0,0.611,0.0,0.0,0.0,0.0
2024-11-01 14:15:00,0.08178603238751657,dag,0.148,0.0,0.148,0.0,0.0,0.0,0.0
2024-11-01 14:30:00,0.08606142951117908,dag,0.15,0.0,0.15,0.0,0.0,0.0,0.0
2024-11-01 14:45:00,0.08952936473614591,dag,0.115,0.0,0.115,0.0,0.0,0.0,0.0
2024-11-01 15:00:00,0.09246784473084972,dag,0.092,0.0,0.092,0.0,0.0,0.0,0.0
2024-11-01 15:15:00,0.0959888961690176,dag,0.29,0.0,0.29,0.0,0.0,0.0,0.0
2024-11-01 15:30:00,0.10037052571908409,dag,0.325,0.0,0.325,0.0,0.0,0.0,0.0
2024-11-01 15:45:00,0.10561273338104821,dag,0.237,0.0,0.237,0.0,0.0,0.0,0.0
2024-11-01 16:00:00,0.11132169771144343,dag,0.266,0.0,0.266,0.0,0.0,0.0,0.0
2024-11-01 16:15:00,0.11592213293640997,dag,0.264,0.0,0.264,0.0,0.0,0.0,0.0
2024-11-01 16:30:00,0.11902021761248398,dag,0.232,0.0,0.232,0.0,0.0,0.0,0.0
2024-11-01 16:45:00,0.1206159517396627,dag,0.347,0.0,0.347,0.0,0.0,0.0,0.0
2024-11-01 17:00:00,0.12106598942337678,dag,0.307,0.0,0.307,0.0,0.0,0.0,0.0
2024-11-01 17:15:00,0.12179694708533953,dag,0.287,0.0,0.287,0.0,0.0,0.0,0.0
2024-11-01 17:30:00,0.12316547883098249,dag,0.22,0.0,0.22,0.0,0.0,0.0,0.0
2024-11-01 17:45:00,0.12517158466030104,dag,0.352,0.0,0.352,0.0,0.0,0.0,0.0
2024-11-01 18:00:00,0.12744246959505015,dag,0.348,0.0,0.348,0.0,0.0,0.0,0.0
2024-11-01 18:15:00,0.12848695372222846,dag,0.421,0.0,0.421,0.0,0.0,0.0,0.0
2024-11-01 18:30:00,0.1279322420635899,dag,0.302,0.0,0.302,0.0,0.0,0.0,0.0
2024-11-01 18:45:00,0.1257783346191318,dag,0.287,0.0,0.287,0.0,0.0,0.0,0.0
2024-11-01 19:00:00,0.12244538219642344,dag,0.307,0.0,0.307,0.0,0.0,0.0,0.0
2024-11-01 19:15:00,0.11961398802574333,dag,0.261,0.0,0.261,0.0,0.0,0.0,0.0
2024-11-01 19:30:00,0.11770430291465982,dag,0.186,0.0,0.186,0.0,0.0,0.0,0.0
2024-11-01 19:45:00,0.11671632686317299,dag,0.156,0.0,0.156,0.0,0.0,0.0,0.0
2024-11-01 20:00:00,0.11636912661925636,dag,0.488,0.0,0.488,0.0,0.0,0.0,0.0
2024-11-01 20:15:00,0.11553896917479596,dag,0.409,0.0,0.409,0.0,0.0,0.0,0.0
2024-11-01 20:30:00,0.11394492127777084,dag,0.233,0.0,0.233,0.0,0.0,0.0,0.0
2024-11-01 20:45:00,0.11158698292817644,dag,0.48,0.0,0.48,0.0,0.0,0.0,0.0
2024-11-01 21:00:00,0.1086949863265545,nacht,0.144,0.0,0.144,0.0,0.0,0.0,0.0
2024-11-01 21:15:00,0.10618826027506748,nacht,0.133,0.0,0.133,0.0,0.0,0.0,0.0
2024-11-01 21:30:00,0.10429663697425713,nacht,0.139,0.0,0.139,0.0,0.0,0.0,0.0
2024-11-01 21:45:00,0.10302011642412072,nacht,0.149,0.0,0.149,0.0,0.0,0.0,0.0
2024-11-01 22:00:00,0.10223405307452596,nacht,0.148,0.0,0.148,0.0,0.0,0.0,0.0
2024-11-01 22:15:00,0.1014398647249336,nacht,0.272,0.0,0.272,0.0,0.0,0.0,0.0
2024-11-01 22:30:00,0.10051290582520232,nacht,0.301,0.0,0.301,0.0,0.0,0.0,0.0
2024-11-01 22:45:00,0.09945317637533752,nacht,0.189,0.0,0.189,0.0,0.0,0.0,0.0
2024-11-01 23:00:00,0.09826067637533743,nacht,0.181,0.0,0.181,0.0,0.0,0.0,0.0
2024-11-01 23:15:00,0.09693540582520108,nacht,0.113,0.0,0.113,0.0,0.0,0.0,0.0
2024-11-01 23:30:00,0.09547736472493489,nacht,0.112,0.0,0.112,0.0,0.0,0.0,0.0
2024-11-01 23:45:00,0.09388655307452792,nacht,0.102,0.0,0.102,0.0,0.0,0.0,0.0
2024-11-02 00:00:00,0.09835578278649945,nacht,0.111,0.0,0.111,0.0,0.0,0.0,0.0
2024-11-02 00:15:00,0.09668939754092849,nacht,0.604,0.0,0.604,0.0,0.0,0.0,0.0
2024-11-02 00:30:00,0.0951968073772145,nacht,0.081,0.0,0.081,0.0,0.0,0.0,0.0
2024-11-02 00:45:00,0.09387801229535757,nacht,0.107,0.0,0.107,0.0,0.0,0.0,0.0
2024-11-02 01:00:00,0.09273301229535759,nacht,0.209,0.0,0.209,0.0,0.0,0.0,0.0
2024-11-02 01:15:00,0.09176180737721457,nacht,0.103,0.0,0.103,0.0,0.0,0.0,0.0
2024-11-02 01:30:00,0.09096439754092842,nacht,0.07,0.0,0.07,0.0,0.0,0.0,0.0
2024-11-02 01:45:00,0.09034078278649951,nacht,0.093,0.0,0.093,0.0,0.0,0.0,0.0
2024-11-02 02:00:00,0.08983716803207051,nacht,0.396,0.0,0.396,0.0,0.0,0.0,0.0
2024-11-02 02:15:00,0.08923837295021338,nacht,0.189,0.0,0.189,0.0,0.0,0.0,0.0
2024-11-02 02:30:00,0.0884906024590715,nacht,0.061,0.0,0.061,0.0,0.0,0.0,0.0
2024-11-02 02:45:00,0.08759385655864468,nacht,0.081,0.0,0.081,0.0,0.0,0.0,0.0
2024-11-02 03:00:00,0.08663519057636085,nacht,0.085,0.0,0.085,0.0,0.0,0.0,0.0
2024-11-02 03:15:00,0.08596282582193181,nacht,0.082,0.0,0.082,0.0,0.0,0.0,0.0
2024-11-02 03:30:00,0.08566381762278548,nacht,0.061,0.0,0.061,0.0,0.0,0.0,0.0
2024-11-02 03:45:00,0.08573816597892187,nacht,0.092,0.0,0.092,0.0,0.0,0.0,0.0
2024-11-02 04:00:00,0.08612706966248629,nacht,0.084,0.0,0.084,0.0,0.0,0.0,0.0
2024-11-02 04:15:00,0.08659532376205947,nacht,0.061,0.0,0.061,0.0,0.0,0.0,0.0
2024-11-02 04:30:00,0.0870841270497865,nacht,0.167,0.0,0.167,0.0,0.0,0.0,0.0
2024-11-02 04:45:00,0.0875934795256676,nacht,0.094,0.0,0.094,0.0,0.0,0.0,0.0
2024-11-02 05:00:00,0.08817965577369409,nacht,0.07,0.0,0.07,0.0,0.0,0.0,0.0
2024-11-02 05:15:00,0.08906775412983028,nacht,0.054,0.0,0.054,0.0,0.0,0.0,0.0
2024-11-02 05:30:00,0.09031404917806869,nacht,0.09,0.0,0.09,0.0,0.0,0.0,0.0
2024-11-02 05:45:00,0.09191854091840695,nacht,0.094,0.0,0.094,0.0,0.0,0.0,0.0
2024-11-02 06:00:00,0.09377993224273815,nacht,0.054,0.0,0.054,0.0,0.0,0.0,0.0
2024-11-02 06:15:00,0.09549303471861822,nacht,0.142,0.0,0.142,0.0,0.0,0.0,0.0
2024-11-02 06:30:00,0.09695655123794086,nacht,0.251,0.0,0.251,0.0,0.0,0.0,0.0
2024-11-02 06:45:00,0.09817048180070287,nacht,0.1,0.0,0.1,0.0,0.0,0.0,0.0
2024-11-02 07:00:00,0.09914436525535576,nacht,0.072,0.0,0.072,0.0,0.0,0.0,0.0
2024-11-02 07:15:00,0.09991635699569495,nacht,0.226,0.0,0.226,0.0,0.0,0.0,0.0
2024-11-02 07:30:00,0.10049599587016927,nacht,0.137,0.0,0.137,0.0,0.0,0.0,0.0
2024-11-02 07:45:00,0.10088328187878004,nacht,0.12,0.0,0.12,0.0,0.0,0.0,0.0
2024-11-02 08:00:00,0.10109510673583963,nacht,0.075,0.0,0.075,0.0,0.0,0.0,0.0
2024-11-02 08:15:00,0.10119903729860198,nacht,0.114,0.0,0.114,0.0,0.0,0.0,0.0
2024-11-02 08:30:00,0.10121196528138124,nacht,0.122,0.0,0.122,0.0,0.0,0.0,0.0
2024-11-02 08:45:00,0.10113389068417701,nacht,0.078,0.0,0.078,0.0,0.0,0.0,0.0
2024-11-02 09:00:00,0.1007620828012864,nacht,0.071,0.0,0.071,0.0,0.0,0.0,0.0
2024-11-02 09:15:00,0.09928561880989671,nacht,0.204,0.0,0.204,0.0,0.0,0.0,0.0
2024-11-02 09:30:00,0.09650176800430518,nacht,0.103,0.0,0.103,0.0,0.0,0.0,0.0
2024-11-02 09:45:00,0.09241053038451172,nacht,0.043,0.0,0.043,0.0,0.0,0.0,0.0
2024-11-02 10:00:00,0.08759656205901502,nacht,0.04,0.0,0.04,0.0,0.0,0.0,0.0
2024-11-02 10:15:00,0.08439848746181042,nacht,0.083,0.0,0.083,0.0,0.0,0.0,0.0
2024-11-02 10:30:00,0.08340096270139838,nacht,0.018,0.0,0.026,0.008,0.0,0.0,0.0
2024-11-02 10:45:00,0.08460398777777618,nacht,0.118,0.0,0.141,0.023,0.0,0.0,0.0
2024-11-02 11:00:00,0.08739416896265402,nacht,0.037,0.0,0.043,0.006,0.0,0.0,0.0
2024-11-02 11:15:00,0.08931793134286,nacht,0.0,0.0,0.001,0.009,0.0,0.0,0.008
2024-11-02 11:30:00,0.08976188119010294,nacht,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02 11:45:00,0.08872601850438332,nacht,0.019,0.0,0.02,0.001,0.0,0.0,0.0
2024-11-02 12:00:00,0.08663238709036887,nacht,0.079,0.0,0.079,0.0,0.0,0.0,0.0
2024-11-02 12:15:00,0.08516916216674782,nacht,0.062,0.0,0.062,0.0,0.0,0.0,0.0
2024-11-02 12:30:00,0.0847583875381888,nacht,0.053,0.0,0.053,0.0,0.0,0.0,0.0
2024-11-02 12:45:00,0.08540006320469457,nacht,0.139,0.0,0.139,0.0,0.0,0.0,0.0
2024-11-02 13:00:00,0.08674315767586904,nacht,0.03,0.0,0.03,0.0,0.0,0.0,0.0
2024-11-02 13:15:00,0.08738354499014986,nacht,0.034,0.0,0.034,0.0,0.0,0.0,0.0
2024-11-02 13:30:00,0.08697019365713914,nacht,0.047,0.0,0.047,0.0,0.0,0.0,0.0
2024-11-02 13:45:00,0.08550310367684233,nacht,0.044,0.0,0.044,0.0,0.0,0.0,0.0
2024-11-02 14:00:00,0.08345935720615216,nacht,0.123,0.0,0.123,0.0,0.0,0.0,0.0
2024-11-02 14:15:00,0.08274728287265862,nacht,0.515,0.0,0.515,0.0,0.0,0.0,0.0
2024-11-02 14:30:00,0.08384396283325168,nacht,0.461,0.0,0.461,0.0,0.0,0.0,0.0
2024-11-02 14:45:00,0.08674939708793772,nacht,0.095,0.0,0.095,0.0,0.0,0.0,0.0
2024-11-02 15:00:00,0.09098566349951852,nacht,0.161,0.0,0.161,0.0,0.0,0.0,0.0
2024-11-02 15:15:00,0.0946410735192212,nacht,0.096,0.0,0.096,0.0,0.0,0.0,0.0
2024-11-02 15:30:00,0.09723770500985211,nacht,0.1,0.0,0.1,0.0,0.0,0.0,0.0
2024-11-02 15:45:00,0.09877555797140848,nacht,0.058,0.0,0.058,0.0,0.0,0.0,0.0
2024-11-02 16:00:00,0.09974111379577334,nacht,0.078,0.0,0.078,0.0,0.0,0.0,0.0
2024-11-02 16:15:00,0.10208029805045589,nacht,0.16,0.0,0.16,0.0,0.0,0.0,0.0
2024-11-02 16:30:00,0.10627959212734277,nacht,0.148,0.0,0.148,0.0,0.0,0.0,0.0
2024-11-02 16:45:00,0.11233899602642759,nacht,0.081,0.0,0.081,0.0,0.0,0.0,0.0
2024-11-02 17:00:00,0.1195848813173916,nacht,0.125,0.0,0.125,0.0,0.0,0.0,0.0
2024-11-02 17:15:00,0.1253227342789496,nacht,0.131,0.0,0.131,0.0,0.0,0.0,0.0
2024-11-02 17:30:00,0.1288789264807783,nacht,0.11,0.0,0.11,0.0,0.0,0.0,0.0
2024-11-02 17:45:00,0.13025345792288046,nacht,0.124,0.0,0.124,0.0,0.0,0.0,0.0
2024-11-02 18:00:00,0.1297781109346597,nacht,0.152,0.0,0.152,0.0,0.0,0.0,0.0
2024-11-02 18:15:00,0.12878001483374646,nacht,0.166,0.0,0.166,0.0,0.0,0.0,0.0
2024-11-02 18:30:00,0.1275909519495417,nacht,0.412,0.0,0.412,0.0,0.0,0.0,0.0
2024-11-02 18:45:00,0.1262109222820518,nacht,0.189,0.0,0.189,0.0,0.0,0.0,0.0
2024-11-02 19:00:00,0.12467829994396745,nacht,0.223,0.0,0.223,0.0,0.0,0.0,0.0
2024-11-02 19:15:00,0.12314658138606684,nacht,0.162,0.0,0.162,0.0,0.0,0.0,0.0
2024-11-02 19:30:00,0.1216541407210516,nacht,0.125,0.0,0.125,0.0,0.0,0.0,0.0
2024-11-02 19:45:00,0.12020097794891445,nacht,0.204,0.0,0.204,0.0,0.0,0.0,0.0
2024-11-02 20:00:00,0.11876243928947224,nacht,0.353,0.0,0.353,0.0,0.0,0.0,0.0
2024-11-02 20:15:00,0.1172399096219815,nacht,0.123,0.0,0.123,0.0,0.0,0.0,0.0
2024-11-02 20:30:00,0.11560873516625451,nacht,0.293,0.0,0.293,0.0,0.0,0.0,0.0
2024-11-02 20:45:00,0.11386891592229133,nacht,0.141,0.0,0.141,0.0,0.0,0.0,0.0
2024-11-02 21:00:00,0.11209006789814341,nacht,0.099,0.0,0.099,0.0,0.0,0.0,0.0
2024-11-02 21:15:00,0.11055065512600597,nacht,0.095,0.0,0.095,0.0,0.0,0.0,0.0
2024-11-02 21:30:00,0.10932029361393145,nacht,0.159,0.0,0.159,0.0,0.0,0.0,0.0
2024-11-02 21:45:00,0.10839898336191982,nacht,0.242,0.0,0.242,0.0,0.0,0.0,0.0
2024-11-02 22:00:00,0.10770166411795616,nacht,0.077,0.0,0.077,0.0,0.0,0.0,0.0
2024-11-02 22:15:00,0.1068880948739952,nacht,0.11,0.0,0.11,0.0,0.0,0.0,0.0
2024-11-02 22:30:00,0.10587321537801654,nacht,0.127,0.0,0.127,0.0,0.0,0.0,0.0
2024-11-02 22:45:00,0.10465702563003287,nacht,0.174,0.0,0.174,0.0,0.0,0.0,0.0
2024-11-02 23:00:00,0.10323952563002968,nacht,0.114,0.0,0.114,0.0,0.0,0.0,0.0
2024-11-02 23:15:00,0.10162071537801969,nacht,0.124,0.0,0.124,0.0,0.0,0.0,0.0
2024-11-02 23:30:00,0.09980059487399376,nacht,0.427,0.0,0.427,0.0,0.0,0.0,0.0
2024-11-02 23:45:00,0.0977791641179574,nacht,0.347,0.0,0.347,0.0,0.0,0.0,0.0
2024-11-03 00:00:00,0.1026361101075934,nacht,0.086,0.0,0.086,0.0,0.0,0.0,0.0
2024-11-03 00:15:00,0.10180158715822762,nacht,0.125,0.0,0.125,0.0,0.0,0.0,0.0
2024-11-03 00:30:00,0.10077273852531708,nacht,0.194,0.0,0.194,0.0,0.0,0.0,0.0
2024-11-03 00:45:00,0.09954956420886192,nacht,0.065,0.0,0.065,0.0,0.0,0.0,0.0
2024-11-03 01:00:00,0.09813206420886184,nacht,0.158,0.0,0.158,0.0,0.0,0.0,0.0
2024-11-03 01:15:00,0.09652023852531716,nacht,0.162,0.0,0.162,0.0,0.0,0.0,0.0
2024-11-03 01:30:00,0.0947140871582277,nacht,0.094,0.0,0.094,0.0,0.0,0.0,0.0
2024-11-03 01:45:00,0.09271361010759324,nacht,0.123,0.0,0.123,0.0,0.0,0.0,0.0
2024-11-03 02:00:00,0.090613133056959,nacht,0.146,0.0,0.146,0.0,0.0,0.0,0.0
2024-11-03 02:15:00,0.08878995874050372,nacht,0.124,0.0,0.124,0.0,0.0,0.0,0.0
2024-11-03 02:30:00,0.08733841284177254,nacht,0.106,0.0,0.106,0.0,0.0,0.0,0.0
2024-11-03 02:45:00,0.08625849536076476,nacht,0.12,0.0,0.12,0.0,0.0,0.0,0.0
2024-11-03 03:00:00,0.08552852856330219,nacht,0.093,0.0,0.093,0.0,0.0,0.0,0.0
2024-11-03 03:15:00,0.08506180151266766,nacht,0.071,0.0,0.071,0.0,0.0,0.0,0.0
2024-11-03 03:30:00,0.08483663647468302,nacht,0.081,0.0,0.081,0.0,0.0,0.0,0.0
2024-11-03 03:45:00,0.0848530334493471,nacht,0.214,0.0,0.214,0.0,0.0,0.0,0.0
2024-11-03 04:00:00,0.08503775268983281,nacht,0.095,0.0,0.095,0.0,0.0,0.0,0.0
2024-11-03 04:15:00,0.08509783520882457,nacht,0.066,0.0,0.066,0.0,0.0,0.0,0.0
2024-11-03 04:30:00,0.0849600412594964,nacht,0.095,0.0,0.095,0.0,0.0,0.0,0.0
2024-11-03 04:45:00,0.08462437084184626,nacht,0.106,0.0,0.106,0.0,0.0,0.0,0.0
2024-11-03 05:00:00,0.08425921067736772,nacht,0.072,0.0,0.072,0.0,0.0,0.0,0.0
2024-11-03 05:15:00,0.08453810765203207,nacht,0.075,0.0,0.075,0.0,0.0,0.0,0.0
2024-11-03 05:30:00,0.08562944848733219,nacht,0.106,0.0,0.106,0.0,0.0,0.0,0.0
2024-11-03 05:45:00,0.08753323318326783,nacht,0.079,0.0,0.079,0.0,0.0,0.0,0.0
2024-11-03 06:00:00,0.09005352960069604,nacht,0.051,0.0,0.051,0.0,0.0,0.0,0.0
2024-11-03 06:15:00,0.09240660918304638,nacht,0.113,0.0,0.113,0.0,0.0,0.0,0.0
2024-11-03 06:30:00,0.09439653979117477,nacht,0.569,0.0,0.569,0.0,0.0,0.0,0.0
2024-11-03 06:45:00,0.09602332142508294,nacht,0.549,0.0,0.549,0.0,0.0,0.0,0.0
2024-11-03 07:00:00,0.0971235459198474,nacht,0.193,0.0,0.193,0.0,0.0,0.0,0.0
2024-11-03 07:15:00,0.0970435806157825,nacht,0.189,0.0,0.189,0.0,0.0,0.0,0.0
2024-11-03 07:30:00,0.09562001734796786,nacht,0.119,0.0,0.119,0.0,0.0,0.0,0.0
2024-11-03 07:45:00,0.09285285611640212,nacht,0.207,0.0,0.207,0.0,0.0,0.0,0.0
2024-11-03 08:00:00,0.0891722867199146,nacht,0.123,0.0,0.123,0.0,0.0,0.0,0.0
2024-11-03 08:15:00,0.08629906835382235,nacht,0.13,0.0,0.13,0.0,0.0,0.0,0.0
2024-11-03 08:30:00,0.08466339081695423,nacht,0.091,0.0,0.091,0.0,0.0,0.0,0.0
2024-11-03 08:45:00,0.08426525410930889,nacht,0.076,0.0,0.076,0.0,0.0,0.0,0.0
2024-11-03 09:00:00,0.08462855720049402,nacht,0.24,0.0,0.24,0.0,0.0,0.0,0.0
2024-11-03 09:15:00,0.08384889596892799,nacht,0.247,0.0,0.247,0.0,0.0,0.0,0.0
2024-11-03 09:30:00,0.08145016938421713,nacht,0.177,0.0,0.177,0.0,0.0,0.0,0.0
2024-11-03 09:45:00,0.07743237744636099,nacht,0.187,0.0,0.187,0.0,0.0,0.0,0.0
2024-11-03 10:00:00,0.07224473447811033,nacht,0.164,0.0,0.164,0.0,0.0,0.0,0.0
2024-11-03 10:15:00,0.06768409777046554,nacht,0.238,0.0,0.238,0.0,0.0,0.0,0.0
2024-11-03 10:30:00,0.0641996816461774,nacht,0.519,0.0,0.519,0.0,0.0,0.0,0.0
2024-11-03 10:45:00,0.0617914861052468,nacht,0.362,0.0,0.363,0.001,0.0,0.0,0.0
2024-11-03 11:00:00,0.060260629887065535,nacht,0.15,0.0,0.158,0.008,0.0,0.0,0.0
2024-11-03 11:15:00,0.0588115879492093,nacht,0.145,0.0,0.145,0.0,0.0,0.0,0.0
2024-11-03 11:30:00,0.05724547903107214,nacht,0.093,0.0,0.093,0.0,0.0,0.0,0.0
2024-11-03 11:45:00,0.05556230313265314,nacht,0.024,0.0,0.04,0.016,0.0,0.0,0.0
2024-11-03 12:00:00,0.05387837097362808,nacht,0.1139999999999999,0.0,0.142,0.028,0.0,0.0,0.0
2024-11-03 12:15:00,0.05265892543269638,nacht,0.092,0.0,0.102,0.01,0.0,0.0,0.0
2024-11-03 12:30:00,0.052020277229535165,nacht,0.236,0.0,0.236,0.0,0.0,0.0,0.0
2024-11-03 12:45:00,0.051962426364140814,nacht,0.0569999999999999,0.0,0.071,0.014,0.0,0.0,0.0
2024-11-03 13:00:00,0.05259088621842238,nacht,0.435,0.0,0.435,0.0,0.0,0.0,0.0
2024-11-03 13:15:00,0.05432771032000437,nacht,0.032,0.0,0.034,0.002,0.0,0.0,0.0
2024-11-03 13:30:00,0.0572784120507913,nacht,0.008,0.0,0.026,0.018,0.0,0.0,0.0
2024-11-03 13:45:00,0.06144299141078227,nacht,0.002,0.0,0.003,0.001,0.0,0.0,0.0
2024-11-03 14:00:00,0.06651995915268162,nacht,0.0,0.0,0.013,0.018,0.25,0.0,0.255
2024-11-03 14:15:00,0.07130335828728858,nacht,0.0,0.0,0.007,0.008,0.25,0.0,0.251
2024-11-03 14:30:00,0.07549169956730384,nacht,0.0,0.0,0.011,0.007,0.25,0.0,0.246
2024-11-03 14:45:00,0.0790849829927256,nacht,0.0,0.0,0.006,0.007,0.25,0.0,0.251
2024-11-03 15:00:00,0.08229177717084986,nacht,0.251,0.0,0.014,0.013,0.0,0.25,0.0
2024-11-03 15:15:00,0.08594635653084243,nacht,0.262,0.0,0.013,0.001,0.0,0.25,0.0
2024-11-03 15:30:00,0.09025728967999568,nacht,0.309,0.0,0.113,0.054,0.0,0.25,0.0
2024-11-03 15:45:00,0.09522457661831232,nacht,0.539,0.0,0.302,0.013,0.0,0.25,0.0
2024-11-03 16:00:00,0.10065418216391936,nacht,0.247,0.0,0.247,0.0,0.0,0.0,0.0
