date,cost_act,cost_fc_eval,month
2026-03-05,3.2382153154199327,3.8054120562691174,2026-03
2026-03-06,3.588349761517575,3.8198734527046287,2026-03
2026-03-07,3.331843515597181,4.023501220077057,2026-03
2026-03-08,5.871238521276855,6.0090833512430155,2026-03
2026-03-09,3.8541136371597817,4.206126675992628,2026-03
2026-03-10,3.8685443640555235,4.036583812605251,2026-03
2026-03-11,4.53727893081356,4.669382034854821,2026-03
2026-03-12,4.042550611755121,4.133144854880474,2026-03
2026-03-13,3.136370389269032,3.246629450149642,2026-03
2026-03-14,4.437436098010606,4.7049869958550135,2026-03
2026-03-15,4.964371790027957,5.308620117053105,2026-03
2026-03-16,4.330241107717433,4.477862151330756,2026-03
2026-03-17,3.0352964291310918,3.6073225912151767,2026-03
2026-03-18,2.148254394329082,2.469672120586983,2026-03
2026-03-19,4.139864944758041,4.650645112393081,2026-03
2026-03-20,3.9264970854244288,4.431955292066152,2026-03
2026-03-21,3.8275492448968453,4.153947399956848,2026-03
2026-03-22,2.930717929725279,3.4139914975539694,2026-03
2026-03-23,2.1312771250067,2.786011352833269,2026-03
2026-03-24,3.4905288224635442,3.74624785617707,2026-03
2026-03-25,2.6704908934130653,3.2169705869631646,2026-03
2026-03-26,4.565121993621659,4.966745670577832,2026-03
2026-03-27,3.692988882048226,4.021561166272263,2026-03
2026-03-28,2.8914017175039235,3.341660998374887,2026-03
2026-03-30,2.278255666527939,2.9151473424233325,2026-03
2026-03-31,3.076272736129909,3.44863434844572,2026-03
2026-04-01,2.7894227785255916,3.389137925228526,2026-04
2026-04-02,6.2704478285964775,6.270447828596479,2026-04
2026-04-03,2.701503491020424,3.1311066498689684,2026-04
2026-04-04,2.154157392587096,2.478353631081213,2026-04
2026-04-05,4.968664904561655,5.067515326047095,2026-04
2026-04-06,3.8500834531217367,4.2290760664171545,2026-04
