date,cost_act,cost_ml_eval,month
2025-10-02,5.294730697546968,5.418186392553761,2025-10
2025-10-03,4.270127525846764,4.270219611767344,2025-10
2025-10-04,2.0089550133054166,2.0548420872357993,2025-10
2025-10-05,3.480164983875324,3.48411933812317,2025-10
2025-10-06,4.647619484553857,4.802615611504516,2025-10
2025-10-07,4.655423970320787,4.671603925408966,2025-10
2025-10-08,5.097147146909882,5.115468434960661,2025-10
2025-10-09,5.843354788682215,5.843354788682214,2025-10
2025-10-10,5.110639977221483,5.2029671856378545,2025-10
2025-10-11,4.635522092329685,4.638204136124269,2025-10
2025-10-12,4.664606756545199,4.684082682689894,2025-10
2025-10-13,4.318252360484898,4.467808200587498,2025-10
2025-10-14,7.377309229881491,7.539484722273697,2025-10
2025-10-15,5.718989011925414,5.776058395894222,2025-10
2025-10-16,4.3203941630142735,4.349874147503466,2025-10
2025-10-17,6.321238559404198,6.3212385594042,2025-10
2025-10-18,5.033116783183495,5.037131236789905,2025-10
2025-10-19,4.175973646113277,4.283169875689223,2025-10
2025-10-20,3.8413370370817272,3.867093031495524,2025-10
2025-10-21,4.507018950012868,4.507018950012867,2025-10
2025-10-22,4.749621105468776,4.9216974839254775,2025-10
2025-10-23,5.440000550889849,5.440036542175053,2025-10
2025-10-24,4.689949348697259,4.68994934869726,2025-10
2025-10-25,3.2743990087894956,3.2743990087894934,2025-10
2025-10-26,4.578143248913469,4.578143248913468,2025-10
2025-10-27,3.6252524796222,3.775914497500875,2025-10
2025-10-28,3.4812154363327927,3.497259533276948,2025-10
2025-10-29,5.024563038912359,5.025113285634182,2025-10
2025-10-30,6.001606502329794,6.004924522786874,2025-10
2025-10-31,4.264280802577802,4.306468721841857,2025-10
2025-11-01,4.339557246643015,4.339557246643014,2025-11
2025-11-02,4.976011202093062,4.984994560601356,2025-11
2025-11-03,4.2307002964057965,4.235004399708178,2025-11
2025-11-04,3.9627847732247625,4.047279928697381,2025-11
2025-11-05,4.106215602968169,4.230076338110916,2025-11
2025-11-06,7.504414969057761,7.504414969057761,2025-11
2025-11-07,2.814719411932007,3.06154562679513,2025-11
2025-11-08,4.1032877255403,4.174093501072034,2025-11
2025-11-09,4.839497833643987,4.9254472659935775,2025-11
2025-11-10,4.0922551366223106,4.0997093532425515,2025-11
2025-11-11,5.237681033911031,5.237681033911033,2025-11
2025-11-12,3.8699293747545895,3.8809739889863097,2025-11
2025-11-13,4.90758024337168,4.907580243371683,2025-11
2025-11-14,6.492912252602974,6.492912252602974,2025-11
2025-11-15,6.182221125428188,6.182221125428187,2025-11
2025-11-16,6.254088634567046,6.254088634567045,2025-11
2025-11-17,3.923419575711375,3.997163764311824,2025-11
2025-11-18,5.08042517578791,5.0804251757879095,2025-11
2025-11-19,6.409129523939062,6.409129523939064,2025-11
2025-11-20,7.395035906489593,7.55275720875893,2025-11
2025-11-21,5.690626638615273,5.80482499276998,2025-11
2025-11-22,5.4468777032492035,5.588893456947599,2025-11
2025-11-23,5.99895463340685,5.998954633406851,2025-11
2025-11-24,6.069267852592465,6.073804193110839,2025-11
2025-11-25,5.941443788295478,5.944800798780398,2025-11
2025-11-26,6.6462097285368005,6.756933928898143,2025-11
2025-11-27,6.1606908154828375,6.1606908154828375,2025-11
2025-11-28,4.7998051854253605,4.79980518542536,2025-11
2025-11-29,5.458247594105359,5.47018313301624,2025-11
2025-11-30,7.3051095587685095,7.30510955876851,2025-11
2025-12-01,4.537765665457074,4.639106132605068,2025-12
2025-12-02,6.031693550096909,6.031693550096908,2025-12
2025-12-03,5.832662576998063,5.832662576998059,2025-12
2025-12-04,6.8238030105091765,6.823803010509179,2025-12
2025-12-05,5.874058825427212,5.874058825427212,2025-12
2025-12-06,5.880530609113483,5.880530609113481,2025-12
2025-12-07,5.943402743512484,5.9434027435124825,2025-12
2025-12-08,5.454136336263879,5.45413633626388,2025-12
2025-12-09,4.303625744099415,4.304229725369134,2025-12
2025-12-10,6.541708895803905,6.541708895803902,2025-12
2025-12-11,7.782155973073581,7.782155973073584,2025-12
2025-12-12,6.746165398919456,6.746165398919456,2025-12
2025-12-13,6.530580527491408,6.5305805274914075,2025-12
2025-12-14,6.950617343536863,6.950617343536866,2025-12
2025-12-15,5.758496525354445,5.790154993705234,2025-12
2025-12-16,6.666696923210588,6.6666969232105835,2025-12
2025-12-17,5.079320772604463,5.079320772604463,2025-12
2025-12-18,6.598054532289294,6.598054532289291,2025-12
2025-12-19,5.133550682139853,5.144121282745952,2025-12
2025-12-20,6.616643582915674,6.616643582915676,2025-12
2025-12-21,5.961381906469956,5.961381906469959,2025-12
2025-12-22,5.139408131490416,5.139408131490415,2025-12
2025-12-23,5.840444094283568,5.840444094283567,2025-12
2025-12-24,6.851648154611878,6.851648154611876,2025-12
2025-12-25,5.306603545097354,5.306603545097352,2025-12
2025-12-26,5.1381576214035425,5.175012337373208,2025-12
2025-12-27,6.537779491295979,6.556586034153381,2025-12
2025-12-28,5.419657714424331,5.419657714424329,2025-12
2025-12-29,6.05940164756056,6.059401647560559,2025-12
2025-12-30,6.707575149435393,6.707575149435394,2025-12
2025-12-31,6.636287778647168,6.6362877786471675,2025-12
2026-01-01,6.842713225781698,6.842713225781696,2026-01
2026-01-02,6.215845026519588,6.215845026519589,2026-01
2026-01-03,5.552931585289378,5.552931585289381,2026-01
2026-01-04,7.828568993329018,7.828568993329019,2026-01
2026-01-05,8.508689752563166,8.575748683677055,2026-01
2026-01-06,8.962991259876503,8.9629912598765,2026-01
2026-01-07,6.390133211763577,6.390133211763576,2026-01
2026-01-08,9.277202227326704,9.277202227326706,2026-01
2026-01-09,6.952533356831478,6.952533356831479,2026-01
2026-01-10,8.351293466867064,8.351293466867066,2026-01
2026-01-11,11.098727747948292,11.098727747948288,2026-01
2026-01-12,6.319284983147732,6.319284983147732,2026-01
2026-01-13,5.068425835905695,5.08115323320367,2026-01
2026-01-14,6.332089409645188,6.332089409645186,2026-01
2026-01-15,7.996545551661475,7.996545551661471,2026-01
2026-01-16,7.0355866445731206,7.038526296340434,2026-01
2026-01-17,6.865009336705435,6.880970267531961,2026-01
2026-01-18,8.312800039352867,8.314012799987719,2026-01
2026-01-19,5.3203586287938585,5.342768692985775,2026-01
2026-01-20,6.835222219913528,6.835222219913524,2026-01
2026-01-21,5.297165786306726,5.297165786306727,2026-01
2026-01-22,7.60866382374823,7.608663823748232,2026-01
2026-01-23,5.836911387828353,5.836911387828353,2026-01
2026-01-24,5.936311326110774,5.971723886363192,2026-01
2026-01-25,6.505294552396643,6.508518304270703,2026-01
2026-01-26,5.754783569170186,5.754783569170186,2026-01
2026-01-27,5.861382425516327,5.861382425516329,2026-01
2026-01-28,8.623241430422246,8.623241430422246,2026-01
2026-01-29,8.508337208792897,8.508337208792895,2026-01
2026-01-30,7.240932617315457,7.240932617315455,2026-01
2026-01-31,6.071102849621453,6.086628122232554,2026-01
2026-02-01,4.426022066384829,4.498291955241145,2026-02
2026-02-02,4.9336263052644584,4.933626305264459,2026-02
2026-02-03,4.9907839731734756,4.990783973173475,2026-02
2026-02-04,4.8534063851889675,4.8540986608706245,2026-02
2026-02-05,8.003545546710761,8.00354554671076,2026-02
2026-02-06,6.587201476612635,6.587201476612631,2026-02
2026-02-07,6.5555377801816554,6.5555377801816554,2026-02
2026-02-08,4.913597002208953,4.932948147655521,2026-02
2026-02-09,4.708391342022026,4.829766998447187,2026-02
2026-02-10,5.455435491459097,5.455435491459096,2026-02
2026-02-11,5.930596646492376,5.93059664649237,2026-02
2026-02-12,5.489057870941252,5.489057870941252,2026-02
2026-02-13,3.4508953310162847,3.4508953310162855,2026-02
2026-02-14,4.589716078443601,4.737727311142615,2026-02
2026-02-15,4.923553160644924,4.923553160644923,2026-02
2026-02-16,4.183577419060519,4.252391825265818,2026-02
2026-02-17,2.923447169518271,3.187630108403768,2026-02
2026-02-18,4.663926933881763,4.68271918203009,2026-02
2026-02-19,7.890903145607494,7.890903145607494,2026-02
2026-02-20,5.1350730148520904,5.135496975586108,2026-02
2026-02-21,3.845334325885387,3.845334325885386,2026-02
2026-02-22,4.145164291584133,4.145164291584132,2026-02
2026-02-23,2.89038106379106,2.9649971003468583,2026-02
2026-02-24,4.1623549572080085,4.162354957208009,2026-02
2026-02-25,3.4906218387670123,3.497885992189346,2026-02
2026-02-26,3.8290961019000864,3.9738630266098065,2026-02
2026-02-27,2.5394124637428788,2.5676863072482483,2026-02
2026-02-28,4.7193271926835205,4.720938739341035,2026-02
2026-03-01,3.1780783363440777,3.1894515920621993,2026-03
2026-03-02,3.227281577272915,3.49848928238882,2026-03
2026-03-03,3.2153431611442937,3.6075788250148313,2026-03
2026-03-04,4.117254131048473,4.4381518364080765,2026-03
2026-03-05,3.2382153154199327,3.7523756028762376,2026-03
